#,                 ,     ,    ,              ,                 ,      East     ,    North     ,Elevation ,              x  ,             y ,              z
54,Tile147MWA       ,4.0,m   ,+116.40.33.2  ,-26.32.57.0      ,506.2421,-4.1623,371.9833,-2560055.002651,5095440.569246,-2849227.173338
55,Tile148MWA       ,4.0,m   ,+116.40.33.9  ,-26.32.54.5      ,523.1719,74.5440,372.0069,-2560085.934979,5095464.423128,-2849156.772740
56,Tile151MWA       ,4.0,m   ,+116.40.38.6  ,-26.33.30.5      ,-653.2680,1038.6216,367.5655,-2559976.978388,5094957.786981,-2850150.591178
57,Tile152MWA       ,4.0,m   ,+116.40.30.9  ,-26.33.24.0      ,442.4719,-836.2020,369.2423,-2559829.929152,5095134.635220,-2849970.269051
58,Tile153MWA       ,4.0,m   ,+116.40.12.8  ,-26.33.13.3      ,-59.3214,-506.2575,370.7424,-2559448.351912,5095492.903131,-2849675.785761
59,Tile154MWA       ,4.0,m   ,+116.40.16.3  ,-26.33.10.1      ,36.5425,-405.9847,372.1259,-2559554.694806,5095491.036267,-2849586.703036
60,Tile155MWA       ,4.0,m   ,+116.40.23.3  ,-26.33.08.5      ,232.3134,-358.8298,373.4821,-2559739.645846,5095423.076424,-2849545.125591
61,Tile156MWA       ,4.0,m   ,+116.40.24.2  ,-26.33.08.8      ,257.4548,-367.3907,373.4195,-2559760.369307,5095408.320223,-2849552.756007
62,Tile157MWA       ,4.0,m   ,+116.40.26.7  ,-26.33.07.3      ,325.1556,-319.4466,373.3570,-2559830.463407,5095397.029763,-2849509.838270
63,Tile158MWA       ,4.0,m   ,+116.40.26.7  ,-26.33.06.9      ,325.5683,-307.2466,373.4883,-2559833.333200,5095401.822803,-2849498.983061
64,Tile161MWA       ,4.0,m   ,+116.40.00.0  ,-26.33.10.2      ,-412.9677,-409.9877,372.0636,-2559152.166955,5095691.148279,-2849590.256149
65,Tile162MWA       ,4.0,m   ,+116.40.09.8  ,-26.33.10.5      ,-142.4159,-421.1926,371.5564,-2559391.492360,5095564.834283,-2849600.053092
66,Tile163MWA       ,4.0,m   ,+116.39.57.5  ,-26.33.23.4      ,-480.7942,-818.2286,372.7601,-2559009.921992,5095559.043314,-2849955.763729
67,Tile164MWA       ,4.0,m   ,+116.39.54.1  ,-26.33.24.9      ,-576.0599,-864.6793,372.4511,-2558915.344664,5095582.989805,-2849997.177801
68,Tile165MWA       ,4.0,m   ,+116.39.50.5  ,-26.33.17.6      ,-674.5369,-639.7769,372.8574,-2558872.628767,5095717.366965,-2849796.172804
69,Tile166MWA       ,4.0,m   ,+116.39.52.1  ,-26.33.04.9      ,-631.8996,-246.0400,374.0892,-2558990.218669,5095856.519146,-2849444.497259
